scope,metric,group_a,group_b,label,n_a,n_b,mean_a,mean_b,median_a,median_b,mean_diff,mean_diff_lo,mean_diff_hi,median_diff,median_diff_lo,median_diff_hi,mw_U,mw_p,cliffs_delta,cliffs_delta_lo,cliffs_delta_hi,magnitude,family,tier,model,note
own_error,ResNet_ptrue,shared,specific_only_this_model,own_error: ResNet50 own errors shared vs specific_only_this_model [ptrue],72,21,0.042877557377020516,0.2564493815104167,0.00295257568359375,0.278076171875,-0.21357182413339618,-0.27255169769069026,-0.15268243192916828,-0.27512359619140625,-0.36013092994689944,-0.11300945281982422,116.0,4.184165276605022e-09,-0.8465608465608465,-0.9378306878306878,-0.7314814814814815,large,P2_own_error_shared_vs_specific,primary,ResNet50,
own_error,ResNet_ptrue,shared,nonshared,own_error: ResNet50 own errors shared vs nonshared [ptrue],72,46,0.042877557377020516,0.19663864633311395,0.00295257568359375,0.17919921875,-0.15376108895609344,-0.19638795260573932,-0.1083767564121436,-0.17624664306640625,-0.2742643356323242,-0.11210203170776367,441.5,2.0971629089778678e-11,-0.7333937198067633,-0.8502415458937198,-0.5911684782608696,large,S_own_error_shared_vs_nonshared,secondary,ResNet50,
own_error,EffNet_conf,shared,specific_only_this_model,own_error: EfficientNetB0 own errors shared vs specific_only_this_model [conf],72,60,0.770416259765625,0.6773885091145834,0.801025390625,0.634521484375,0.09302775065104163,0.0361153496636285,0.1490945604112413,0.16650390625,0.07080078125,0.228515625,2855.0,0.0015033380565783322,0.32175925925925924,0.1288888888888889,0.5032696759259258,small,P2_own_error_shared_vs_specific,primary,EfficientNetB0,
own_error,EffNet_conf,shared,nonshared,own_error: EfficientNetB0 own errors shared vs nonshared [conf],72,86,0.770416259765625,0.7041753724563954,0.801025390625,0.684326171875,0.06624088730922961,0.013835605355196212,0.11786304444305658,0.11669921875,0.034417724609375006,0.20068359375,3783.0,0.01653931048017888,0.22189922480620156,0.03775839793281654,0.39536498708010326,small,S_own_error_shared_vs_nonshared,secondary,EfficientNetB0,
own_error,EffNet_ptrue,shared,specific_only_this_model,own_error: EfficientNetB0 own errors shared vs specific_only_this_model [ptrue],72,60,0.08106975919670528,0.26101686159769694,0.044464111328125,0.25732421875,-0.17994710240099165,-0.22624045124484432,-0.13215009948445697,-0.212860107421875,-0.3294222354888916,-0.14675064086914075,733.0,7.063646306597405e-11,-0.6606481481481481,-0.787511574074074,-0.5198958333333333,large,P2_own_error_shared_vs_specific,primary,EfficientNetB0,
own_error,EffNet_ptrue,shared,nonshared,own_error: EfficientNetB0 own errors shared vs nonshared [ptrue],72,86,0.08106975919670528,0.233106579891471,0.044464111328125,0.21795654296875,-0.1520368206947657,-0.19296614351352673,-0.1094872517708583,-0.173492431640625,-0.24506759643554688,-0.0963592529296875,1272.0,1.936508549796212e-10,-0.5891472868217055,-0.714155361757106,-0.45542635658914726,large,S_own_error_shared_vs_nonshared,secondary,EfficientNetB0,
class_glioma,mean_conf,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [mean_conf] glioma,60,38,0.8356906467013889,0.8112621641995613,0.854248046875,0.8214518229166666,0.02442848250182761,-0.014036508303636768,0.062370255676626456,0.03279622395833337,-0.012738037109374963,0.07601318359374998,1341.5,0.1427496051817516,0.17675438596491228,-0.053519736842105266,0.38864035087719273,small,S_robustness_by_class,secondary,,
class_glioma,min_conf,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [min_conf] glioma,60,38,0.6880655924479167,0.6324784128289473,0.66748046875,0.601318359375,0.05558717961896931,4.7971491228008505e-05,0.11205678304036464,0.066162109375,-0.014410400390624998,0.14697265625,1388.0,0.07112298059955961,0.21754385964912282,0.002631578947368421,0.4394956140350876,small,S_robustness_by_class,secondary,,
class_glioma,conf_range,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [conf_range] glioma,60,38,0.26072998046875,0.32013260690789475,0.258056640625,0.3192138671875,-0.059402626439144735,-0.11296702602453398,-0.0051874154074150304,-0.0611572265625,-0.161376953125,0.02930297851562491,856.5,0.039055147115943274,-0.24868421052631579,-0.46228070175438596,-0.01307017543859697,small,S_robustness_by_class,secondary,,
class_glioma,mean_ptrue,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [mean_ptrue] glioma,60,38,0.04019427829318577,0.6584704215066474,0.01814011732737223,0.66400146484375,-0.6182761432134616,-0.6564291868628989,-0.5792110805862655,-0.6458613475163778,-0.6955126583576202,-0.6082268555959066,1.0,1.0282691228235296e-16,-0.9991228070175439,-1.0,-0.9947368421052631,large,S_robustness_by_class,secondary,,
class_glioma,min_ptrue,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [min_ptrue] glioma,60,38,0.011258833607037862,0.24440283524362663,5.620718002319336e-05,0.22344970703125,-0.23314400163658877,-0.2852322976212752,-0.18445637016965644,-0.2233934998512268,-0.3446020483970642,-0.16454970836639404,54.0,2.0289979823203476e-15,-0.9526315789473684,-0.9885964912280701,-0.8973684210526316,large,S_robustness_by_class,secondary,,
class_glioma,mean_conf_wrong_models,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [mean_conf_wrong_models] glioma,60,38,0.8356906467013889,0.7027780633223685,0.854248046875,0.677978515625,0.13291258337902045,0.0760922919379341,0.18530994794522102,0.17626953125,0.05647786458333337,0.24837849934895828,1709.0,3.39356767776407e-05,0.49912280701754386,0.28765350877192986,0.6903508771929825,large,S_robustness_by_class,secondary,,
class_glioma,mean_ptrue_wrong_models,shared_failure,one_model_failure,class_glioma: shared_failure vs one_model_failure [mean_ptrue_wrong_models] glioma,60,38,0.04019427829318577,0.24440283524362663,0.01814011732737223,0.22344970703125,-0.20420855695044088,-0.2557799805814063,-0.15220740888855958,-0.20530958970387778,-0.3218501163025697,-0.14615511894226074,213.0,1.4218870313312699e-11,-0.8131578947368421,-0.9140350877192982,-0.6824122807017546,large,S_robustness_by_class,secondary,,
class_glioma,VGG_conf,shared,nonshared,class_glioma: VGG16 own errors shared vs nonshared [conf] glioma,60,21,0.86044921875,0.7029738653273809,0.960205078125,0.7294921875,0.1574753534226191,0.0680233619326637,0.24362755185081836,0.230712890625,0.1474609375,0.4248046875,945.0,0.0006913334652122008,0.5,0.2523412698412698,0.7095238095238096,large,S_robustness_by_class,secondary,VGG16,
class_glioma,VGG_ptrue,shared,nonshared,class_glioma: VGG16 own errors shared vs nonshared [ptrue] glioma,60,21,0.02976047098636627,0.19632648286365328,8.115172386169434e-05,0.1817626953125,-0.166566011877287,-0.24074316944749583,-0.09630827744801841,-0.1816815435886383,-0.3171209149062634,-0.024011611938476562,123.0,4.340762472682673e-08,-0.8047619047619048,-0.919047619047619,-0.660277777777778,large,S_robustness_by_class,secondary,VGG16,
class_glioma,ResNet_conf,shared,nonshared,class_glioma: ResNet50 own errors shared vs nonshared [conf] glioma,60,14,0.8835001627604167,0.7406180245535714,0.9501953125,0.674072265625,0.14288213820684526,0.05573752267020093,0.22379996163504454,0.276123046875,0.106689453125,0.314453125,634.0,0.0031934082407407806,0.5095238095238095,0.1998809523809524,0.7726488095238094,large,S_robustness_by_class,secondary,ResNet50,
