model,coverage,risk
VGG16,0.455625,0.009602194787379973
VGG16,0.45625,0.009589041095890411
VGG16,0.456875,0.009575923392612859
VGG16,0.4575,0.009562841530054645
VGG16,0.458125,0.009549795361527967
VGG16,0.45875,0.009536784741144414
VGG16,0.459375,0.009523809523809525
VGG16,0.46,0.009510869565217392
VGG16,0.460625,0.009497964721845319
VGG16,0.46125,0.009485094850948509
VGG16,0.461875,0.009472259810554804
VGG16,0.4625,0.00945945945945946
VGG16,0.463125,0.009446693657219974
VGG16,0.46375,0.009433962264150943
VGG16,0.464375,0.009421265141318977
VGG16,0.465,0.009408602150537635
VGG16,0.465625,0.009395973154362415
VGG16,0.46625,0.00938337801608579
VGG16,0.466875,0.009370816599732263
