model,coverage,risk
VGG16,0.4675,0.009358288770053475
VGG16,0.468125,0.009345794392523364
VGG16,0.46875,0.009333333333333334
VGG16,0.469375,0.009320905459387484
VGG16,0.47,0.009308510638297872
VGG16,0.470625,0.009296148738379814
VGG16,0.47125,0.009283819628647215
VGG16,0.471875,0.009271523178807948
VGG16,0.4725,0.009259259259259259
VGG16,0.473125,0.009247027741083224
VGG16,0.47375,0.009234828496042216
VGG16,0.474375,0.00922266139657444
VGG16,0.475,0.009210526315789473
VGG16,0.475625,0.009198423127463863
VGG16,0.47625,0.009186351706036745
VGG16,0.476875,0.010484927916120577
VGG16,0.4775,0.010471204188481676
VGG16,0.478125,0.01045751633986928
VGG16,0.47875,0.010443864229765013
VGG16,0.479375,0.010430247718383311
VGG16,0.48,0.010416666666666666
VGG16,0.480625,0.010403120936280884
VGG16,0.48125,0.01038961038961039
VGG16,0.481875,0.010376134889753566
VGG16,0.4825,0.010362694300518135
VGG16,0.483125,0.01034928848641656
VGG16,0.48375,0.0103359173126615
VGG16,0.484375,0.01032258064516129
VGG16,0.485,0.010309278350515464
VGG16,0.485625,0.010296010296010296
VGG16,0.48625,0.010282776349614395
VGG16,0.486875,0.010269576379974325
VGG16,0.4875,0.010256410256410256
VGG16,0.488125,0.010243277848911651
VGG16,0.48875,0.010230179028132993
VGG16,0.489375,0.010217113665389528
VGG16,0.49,0.01020408163265306
VGG16,0.490625,0.01019108280254777
VGG16,0.49125,0.010178117048346057
VGG16,0.491875,0.010165184243964422
VGG16,0.4925,0.01015228426395939
VGG16,0.493125,0.010139416983523447
VGG16,0.49375,0.010126582278481013
VGG16,0.494375,0.010113780025284451
VGG16,0.495,0.010101010101010102
VGG16,0.495625,0.01008827238335435
VGG16,0.49625,0.010075566750629723
VGG16,0.496875,0.010062893081761006
VGG16,0.4975,0.010050251256281407
VGG16,0.498125,0.010037641154328732
VGG16,0.49875,0.011278195488721804
VGG16,0.499375,0.011264080100125156
VGG16,0.5,0.01125
VGG16,0.500625,0.011235955056179775
VGG16,0.50125,0.011221945137157107
VGG16,0.501875,0.0112079701120797
VGG16,0.5025,0.011194029850746268
VGG16,0.503125,0.011180124223602485
VGG16,0.50375,0.011166253101736972
VGG16,0.504375,0.011152416356877323
VGG16,0.505,0.011138613861386138
VGG16,0.505625,0.011124845488257108
VGG16,0.50625,0.011111111111111112
VGG16,0.506875,0.011097410604192354
VGG16,0.5075,0.011083743842364532
VGG16,0.508125,0.01107011070110701
VGG16,0.50875,0.011056511056511056
VGG16,0.509375,0.011042944785276074
VGG16,0.51,0.011029411764705883
VGG16,0.510625,0.011015911872705019
VGG16,0.51125,0.011002444987775062
VGG16,0.511875,0.01098901098901099
VGG16,0.5125,0.01097560975609756
VGG16,0.513125,0.010962241169305725
VGG16,0.51375,0.010948905109489052
VGG16,0.514375,0.010935601458080195
VGG16,0.515,0.010922330097087379
VGG16,0.515625,0.01090909090909091
VGG16,0.51625,0.010895883777239709
VGG16,0.516875,0.010882708585247884
VGG16,0.5175,0.010869565217391304
VGG16,0.518125,0.010856453558504222
VGG16,0.51875,0.010843373493975903
VGG16,0.519375,0.010830324909747292
VGG16,0.52,0.010817307692307692
VGG16,0.520625,0.010804321728691477
VGG16,0.52125,0.01079136690647482
VGG16,0.521875,0.010778443113772455
VGG16,0.5225,0.01076555023923445
VGG16,0.523125,0.010752688172043012
VGG16,0.52375,0.010739856801909307
VGG16,0.524375,0.010727056019070322
VGG16,0.525,0.010714285714285714
VGG16,0.525625,0.01070154577883472
VGG16,0.52625,0.011876484560570071
VGG16,0.526875,0.011862396204033215
VGG16,0.5275,0.011848341232227487
VGG16,0.528125,0.011834319526627219
VGG16,0.52875,0.01182033096926714
VGG16,0.529375,0.011806375442739079
VGG16,0.53,0.01179245283018868
VGG16,0.530625,0.011778563015312132
VGG16,0.53125,0.011764705882352941
VGG16,0.531875,0.011750881316098707
VGG16,0.5325,0.011737089201877934
VGG16,0.533125,0.011723329425556858
VGG16,0.53375,0.0117096018735363
VGG16,0.534375,0.011695906432748537
VGG16,0.535,0.011682242990654205
VGG16,0.535625,0.012835472578763127
VGG16,0.53625,0.01282051282051282
VGG16,0.536875,0.013969732246798603
VGG16,0.5375,0.013953488372093023
VGG16,0.538125,0.013937282229965157
VGG16,0.53875,0.013921113689095127
VGG16,0.539375,0.013904982618771726
VGG16,0.54,0.013888888888888888
VGG16,0.540625,0.013872832369942197
VGG16,0.54125,0.013856812933025405
VGG16,0.541875,0.01384083044982699
VGG16,0.5425,0.013824884792626729
VGG16,0.543125,0.01380897583429229
VGG16,0.54375,0.013793103448275862
VGG16,0.544375,0.013777267508610792
VGG16,0.545,0.013761467889908258
VGG16,0.545625,0.013745704467353952
VGG16,0.54625,0.013729977116704805
VGG16,0.546875,0.013714285714285714
VGG16,0.5475,0.0136986301369863
VGG16,0.548125,0.013683010262257697
VGG16,0.54875,0.01366742596810934
VGG16,0.549375,0.013651877133105802
VGG16,0.55,0.013636363636363636
VGG16,0.550625,0.01362088535754824
VGG16,0.55125,0.013605442176870748
VGG16,0.551875,0.013590033975084938
VGG16,0.5525,0.013574660633484163
VGG16,0.553125,0.013559322033898305
VGG16,0.55375,0.013544018058690745
VGG16,0.554375,0.013528748590755355
VGG16,0.555,0.013513513513513514
VGG16,0.555625,0.013498312710911136
VGG16,0.55625,0.01348314606741573
VGG16,0.556875,0.013468013468013467
VGG16,0.5575,0.013452914798206279
VGG16,0.558125,0.013437849944008958
VGG16,0.55875,0.013422818791946308
VGG16,0.559375,0.013407821229050279
VGG16,0.56,0.013392857142857142
VGG16,0.560625,0.013377926421404682
VGG16,0.56125,0.013363028953229399
VGG16,0.561875,0.013348164627363738
VGG16,0.5625,0.013333333333333334
VGG16,0.563125,0.013318534961154272
VGG16,0.56375,0.013303769401330377
VGG16,0.564375,0.013289036544850499
VGG16,0.565,0.01327433628318584
VGG16,0.565625,0.013259668508287293
VGG16,0.56625,0.013245033112582781
VGG16,0.566875,0.013230429988974642
VGG16,0.5675,0.013215859030837005
VGG16,0.568125,0.013201320132013201
VGG16,0.56875,0.013186813186813187
VGG16,0.569375,0.013172338090010977
VGG16,0.57,0.013157894736842105
VGG16,0.570625,0.013143483023001095
VGG16,0.57125,0.01312910284463895
VGG16,0.571875,0.013114754098360656
VGG16,0.5725,0.013100436681222707
VGG16,0.573125,0.013086150490730643
VGG16,0.57375,0.013071895424836602
VGG16,0.574375,0.013057671381936888
VGG16,0.575,0.013043478260869565
VGG16,0.575625,0.013029315960912053
VGG16,0.57625,0.013015184381778741
VGG16,0.576875,0.013001083423618635
VGG16,0.5775,0.012987012987012988
VGG16,0.578125,0.012972972972972972
VGG16,0.57875,0.012958963282937365
VGG16,0.579375,0.012944983818770227
VGG16,0.58,0.01293103448275862
VGG16,0.580625,0.012917115177610334
VGG16,0.58125,0.012903225806451613
VGG16,0.581875,0.01288936627282492
VGG16,0.5825,0.012875536480686695
VGG16,0.583125,0.012861736334405145
VGG16,0.58375,0.01284796573875803
VGG16,0.584375,0.012834224598930482
VGG16,0.585,0.01282051282051282
VGG16,0.585625,0.012806830309498399
VGG16,0.58625,0.01279317697228145
VGG16,0.586875,0.012779552715654952
VGG16,0.5875,0.01276595744680851
VGG16,0.588125,0.012752391073326248
VGG16,0.58875,0.012738853503184714
VGG16,0.589375,0.012725344644750796
VGG16,0.59,0.012711864406779662
VGG16,0.590625,0.012698412698412698
VGG16,0.59125,0.012684989429175475
VGG16,0.591875,0.012671594508975714
VGG16,0.5925,0.012658227848101266
VGG16,0.593125,0.012644889357218124
VGG16,0.59375,0.01263157894736842
VGG16,0.594375,0.012618296529968454
VGG16,0.595,0.012605042016806723
VGG16,0.595625,0.012591815320041973
VGG16,0.59625,0.012578616352201259
VGG16,0.596875,0.012565445026178011
VGG16,0.5975,0.012552301255230125
VGG16,0.598125,0.012539184952978056
VGG16,0.59875,0.012526096033402923
VGG16,0.599375,0.01251303441084463
VGG16,0.6,0.0125
VGG16,0.600625,0.012486992715920915
VGG16,0.60125,0.012474012474012475
VGG16,0.601875,0.012461059190031152
VGG16,0.6025,0.012448132780082987
VGG16,0.603125,0.012435233160621761
VGG16,0.60375,0.012422360248447204
VGG16,0.604375,0.012409513960703205
VGG16,0.605,0.012396694214876033
VGG16,0.605625,0.01238390092879257
VGG16,0.60625,0.012371134020618556
VGG16,0.606875,0.012358393408856848
VGG16,0.6075,0.012345679012345678
VGG16,0.608125,0.012332990750256937
VGG16,0.60875,0.012320328542094456
VGG16,0.609375,0.012307692307692308
VGG16,0.61,0.012295081967213115
VGG16,0.610625,0.012282497441146366
VGG16,0.61125,0.012269938650306749
VGG16,0.611875,0.012257405515832482
VGG16,0.6125,0.012244897959183673
VGG16,0.613125,0.012232415902140673
VGG16,0.61375,0.012219959266802444
VGG16,0.614375,0.012207527975584944
VGG16,0.615,0.012195121951219513
VGG16,0.615625,0.012182741116751269
VGG16,0.61625,0.012170385395537525
VGG16,0.616875,0.0121580547112462
VGG16,0.6175,0.012145748987854251
VGG16,0.618125,0.012133468149646108
VGG16,0.61875,0.012121212121212121
VGG16,0.619375,0.012108980827447022
VGG16,0.62,0.012096774193548387
VGG16,0.620625,0.012084592145015106
VGG16,0.62125,0.012072434607645875
VGG16,0.621875,0.012060301507537688
VGG16,0.6225,0.012048192771084338
VGG16,0.623125,0.012036108324974924
VGG16,0.62375,0.012024048096192385
VGG16,0.624375,0.012012012012012012
VGG16,0.625,0.012
VGG16,0.625625,0.011988011988011988
VGG16,0.62625,0.011976047904191617
VGG16,0.626875,0.011964107676969093
VGG16,0.6275,0.01195219123505976
VGG16,0.628125,0.011940298507462687
VGG16,0.62875,0.011928429423459244
VGG16,0.629375,0.011916583912611719
VGG16,0.63,0.011904761904761904
VGG16,0.630625,0.011892963330029732
VGG16,0.63125,0.011881188118811881
VGG16,0.631875,0.011869436201780416
VGG16,0.6325,0.011857707509881422
VGG16,0.633125,0.011846001974333662
VGG16,0.63375,0.011834319526627219
VGG16,0.634375,0.011822660098522168
VGG16,0.635,0.011811023622047244
VGG16,0.635625,0.011799410029498525
VGG16,0.63625,0.011787819253438114
VGG16,0.636875,0.011776251226692836
VGG16,0.6375,0.011764705882352941
VGG16,0.638125,0.011753183153770812
VGG16,0.63875,0.011741682974559686
VGG16,0.639375,0.011730205278592375
VGG16,0.64,0.01171875
VGG16,0.640625,0.011707317073170732
VGG16,0.64125,0.011695906432748537
VGG16,0.641875,0.011684518013631937
VGG16,0.6425,0.011673151750972763
VGG16,0.643125,0.011661807580174927
VGG16,0.64375,0.011650485436893204
VGG16,0.644375,0.011639185257032008
VGG16,0.645,0.011627906976744186
VGG16,0.645625,0.011616650532429816
VGG16,0.64625,0.01160541586073501
VGG16,0.646875,0.011594202898550725
VGG16,0.6475,0.011583011583011582
VGG16,0.648125,0.011571841851494697
VGG16,0.64875,0.011560693641618497
VGG16,0.649375,0.011549566891241578
VGG16,0.65,0.011538461538461539
VGG16,0.650625,0.011527377521613832
VGG16,0.65125,0.011516314779270634
VGG16,0.651875,0.011505273250239693
VGG16,0.6525,0.011494252873563218
VGG16,0.653125,0.011483253588516746
VGG16,0.65375,0.011472275334608031
VGG16,0.654375,0.011461318051575931
VGG16,0.655,0.011450381679389313
VGG16,0.655625,0.012392755004766444
VGG16,0.65625,0.012380952380952381
VGG16,0.656875,0.012369172216936251
VGG16,0.6575,0.012357414448669201
VGG16,0.658125,0.012345679012345678
VGG16,0.65875,0.012333965844402278
VGG16,0.659375,0.012322274881516588
VGG16,0.66,0.01231060606060606
VGG16,0.660625,0.01229895931882687
VGG16,0.66125,0.012287334593572778
VGG16,0.661875,0.012275731822474031
VGG16,0.6625,0.013207547169811321
VGG16,0.663125,0.013195098963242224
VGG16,0.66375,0.013182674199623353
VGG16,0.664375,0.01317027281279398
VGG16,0.665,0.013157894736842105
VGG16,0.665625,0.013145539906103286
VGG16,0.66625,0.013133208255159476
VGG16,0.666875,0.013120899718837863
VGG16,0.6675,0.013108614232209739
VGG16,0.668125,0.013096351730589336
VGG16,0.66875,0.013084112149532711
VGG16,0.669375,0.013071895424836602
VGG16,0.67,0.013059701492537313
VGG16,0.670625,0.0130475302889096
VGG16,0.67125,0.01303538175046555
VGG16,0.671875,0.013023255813953489
VGG16,0.6725,0.013011152416356878
VGG16,0.673125,0.012999071494893221
VGG16,0.67375,0.013914656771799629
VGG16,0.674375,0.013901760889712697
VGG16,0.675,0.013888888888888888
VGG16,0.675625,0.013876040703052728
VGG16,0.67625,0.013863216266173753
VGG16,0.676875,0.013850415512465374
VGG16,0.6775,0.013837638376383764
VGG16,0.678125,0.013824884792626729
VGG16,0.67875,0.013812154696132596
VGG16,0.679375,0.013799448022079117
VGG16,0.68,0.013786764705882353
VGG16,0.680625,0.013774104683195593
VGG16,0.68125,0.013761467889908258
VGG16,0.681875,0.013748854262144821
VGG16,0.6825,0.013736263736263736
VGG16,0.683125,0.013723696248856358
VGG16,0.68375,0.013711151736745886
VGG16,0.684375,0.0136986301369863
VGG16,0.685,0.013686131386861315
VGG16,0.685625,0.013673655423883319
VGG16,0.68625,0.01366120218579235
VGG16,0.686875,0.01364877161055505
VGG16,0.6875,0.013636363636363636
VGG16,0.688125,0.013623978201634877
VGG16,0.68875,0.013611615245009074
VGG16,0.689375,0.013599274705349048
VGG16,0.69,0.01358695652173913
VGG16,0.690625,0.014479638009049774
VGG16,0.69125,0.015370705244122965
VGG16,0.691875,0.015356820234869015
VGG16,0.6925,0.015342960288808664
VGG16,0.693125,0.015329125338142471
VGG16,0.69375,0.015315315315315315
VGG16,0.694375,0.0153015301530153
VGG16,0.695,0.015287769784172662
VGG16,0.695625,0.015274034141958671
VGG16,0.69625,0.01526032315978456
VGG16,0.696875,0.015246636771300448
VGG16,0.6975,0.015232974910394265
VGG16,0.698125,0.01521933751119069
VGG16,0.69875,0.01520572450805009
VGG16,0.699375,0.01519213583556747
VGG16,0.7,0.015178571428571428
VGG16,0.700625,0.015165031222123104
VGG16,0.70125,0.015151515151515152
VGG16,0.701875,0.015138023152270703
VGG16,0.7025,0.015124555160142349
VGG16,0.703125,0.015111111111111112
VGG16,0.70375,0.015097690941385435
VGG16,0.704375,0.015084294587400177
VGG16,0.705,0.015070921985815602
VGG16,0.705625,0.015057573073516387
VGG16,0.70625,0.01504424778761062
VGG16,0.706875,0.015030946065428824
VGG16,0.7075,0.015017667844522967
VGG16,0.708125,0.01500441306266549
VGG16,0.70875,0.014991181657848324
VGG16,0.709375,0.014977973568281937
VGG16,0.71,0.014964788732394365
VGG16,0.710625,0.014951627088830254
VGG16,0.71125,0.014938488576449912
VGG16,0.711875,0.014925373134328358
VGG16,0.7125,0.014912280701754385
VGG16,0.713125,0.014899211218229623
VGG16,0.71375,0.0148861646234676
VGG16,0.714375,0.014873140857392825
VGG16,0.715,0.01486013986013986
VGG16,0.715625,0.014847161572052401
VGG16,0.71625,0.014834205933682374
VGG16,0.716875,0.014821272885789015
VGG16,0.7175,0.014808362369337979
VGG16,0.718125,0.014795474325500435
VGG16,0.71875,0.014782608695652174
VGG16,0.719375,0.014769765421372719
VGG16,0.72,0.014756944444444444
VGG16,0.720625,0.014744145706851692
VGG16,0.72125,0.014731369150779897
VGG16,0.721875,0.01471861471861472
VGG16,0.7225,0.014705882352941176
VGG16,0.723125,0.014693171996542784
VGG16,0.72375,0.01468048359240069
VGG16,0.724375,0.014667817083692839
VGG16,0.725,0.014655172413793103
VGG16,0.725625,0.014642549526270457
VGG16,0.72625,0.014629948364888123
VGG16,0.726875,0.014617368873602751
VGG16,0.7275,0.014604810996563574
VGG16,0.728125,0.014592274678111588
VGG16,0.72875,0.014579759862778732
VGG16,0.729375,0.01456726649528706
VGG16,0.73,0.014554794520547944
VGG16,0.730625,0.01454234388366125
VGG16,0.73125,0.01452991452991453
VGG16,0.731875,0.014517506404782237
VGG16,0.7325,0.014505119453924915
VGG16,0.733125,0.014492753623188406
VGG16,0.73375,0.014480408858603067
VGG16,0.734375,0.01446808510638298
VGG16,0.735,0.01445578231292517
VGG16,0.735625,0.014443500424808835
VGG16,0.73625,0.014431239388794566
VGG16,0.736875,0.015267175572519083
VGG16,0.7375,0.015254237288135594
VGG16,0.738125,0.015241320914479255
VGG16,0.73875,0.015228426395939087
VGG16,0.739375,0.015215553677092139
VGG16,0.74,0.016047297297297296
VGG16,0.740625,0.016033755274261603
VGG16,0.74125,0.016020236087689713
VGG16,0.741875,0.016006739679865205
VGG16,0.7425,0.015993265993265993
VGG16,0.743125,0.0159798149705635
VGG16,0.74375,0.015966386554621848
VGG16,0.744375,0.01595298068849706
VGG16,0.745,0.015939597315436243
VGG16,0.745625,0.01592623637887678
VGG16,0.74625,0.015912897822445562
VGG16,0.746875,0.015899581589958158
VGG16,0.7475,0.01588628762541806
VGG16,0.748125,0.015873015873015872
VGG16,0.74875,0.015859766277128547
VGG16,0.749375,0.0158465387823186
VGG16,0.75,0.015833333333333335
VGG16,0.750625,0.01582014987510408
VGG16,0.75125,0.015806988352745424
VGG16,0.751875,0.015793848711554447
VGG16,0.7525,0.015780730897009966
VGG16,0.753125,0.015767634854771784
VGG16,0.75375,0.015754560530679935
VGG16,0.754375,0.015741507870753936
VGG16,0.755,0.015728476821192054
VGG16,0.755625,0.015715467328370553
VGG16,0.75625,0.015702479338842976
VGG16,0.756875,0.01568951279933939
VGG16,0.7575,0.015676567656765675
VGG16,0.758125,0.015663643858202802
VGG16,0.75875,0.015650741350906095
VGG16,0.759375,0.015637860082304528
VGG16,0.76,0.015625
VGG16,0.760625,0.015612161051766639
VGG16,0.76125,0.015599343185550082
VGG16,0.761875,0.015586546349466776
VGG16,0.7625,0.01557377049180328
VGG16,0.763125,0.015561015561015561
VGG16,0.76375,0.015548281505728314
VGG16,0.764375,0.01553556827473426
VGG16,0.765,0.015522875816993464
VGG16,0.765625,0.015510204081632653
VGG16,0.76625,0.015497553017944535
VGG16,0.766875,0.016299918500407497
VGG16,0.7675,0.016286644951140065
VGG16,0.768125,0.01708706265256306
VGG16,0.76875,0.01707317073170732
VGG16,0.769375,0.017059301380991064
VGG16,0.77,0.017045454545454544
VGG16,0.770625,0.0170316301703163
VGG16,0.77125,0.017017828200972446
VGG16,0.771875,0.01700404858299595
VGG16,0.7725,0.01699029126213592
VGG16,0.773125,0.016976556184316895
VGG16,0.77375,0.016962843295638127
VGG16,0.774375,0.01694915254237288
VGG16,0.775,0.016935483870967744
VGG16,0.775625,0.016921837228041903
VGG16,0.77625,0.016908212560386472
VGG16,0.776875,0.016894609814963796
VGG16,0.7775,0.016881028938906754
VGG16,0.778125,0.016867469879518072
VGG16,0.77875,0.01765650080256822
VGG16,0.779375,0.01764234161988773
VGG16,0.78,0.017628205128205128
VGG16,0.780625,0.017614091273018415
VGG16,0.78125,0.0176
VGG16,0.781875,0.017585931254996003
VGG16,0.7825,0.01757188498402556
VGG16,0.783125,0.017557861133280128
VGG16,0.78375,0.017543859649122806
VGG16,0.784375,0.01752988047808765
VGG16,0.785,0.01751592356687898
VGG16,0.785625,0.017501988862370723
VGG16,0.78625,0.017488076311605722
VGG16,0.786875,0.017474185861795076
VGG16,0.7875,0.01746031746031746
VGG16,0.788125,0.017446471054718478
VGG16,0.78875,0.018225039619651346
VGG16,0.789375,0.018210609659540775
VGG16,0.79,0.01819620253164557
VGG16,0.790625,0.01818181818181818
VGG16,0.79125,0.018167456556082148
VGG16,0.791875,0.018153117600631413
VGG16,0.7925,0.01892744479495268
VGG16,0.793125,0.018912529550827423
VGG16,0.79375,0.01889763779527559
VGG16,0.794375,0.01888276947285602
VGG16,0.795,0.018867924528301886
VGG16,0.795625,0.018853102906520033
VGG16,0.79625,0.018838304552590265
VGG16,0.796875,0.018823529411764704
VGG16,0.7975,0.018808777429467086
VGG16,0.798125,0.018794048551292093
VGG16,0.79875,0.018779342723004695
VGG16,0.799375,0.018764659890539485
VGG16,0.8,0.01953125
VGG16,0.800625,0.0195160031225605
VGG16,0.80125,0.01950078003120125
VGG16,0.801875,0.019485580670303974
VGG16,0.8025,0.019470404984423675
VGG16,0.803125,0.019455252918287938
VGG16,0.80375,0.019440124416796267
VGG16,0.804375,0.019425019425019424
VGG16,0.805,0.019409937888198756
VGG16,0.805625,0.019394879751745538
VGG16,0.80625,0.01937984496124031
VGG16,0.806875,0.019364833462432222
VGG16,0.8075,0.01934984520123839
VGG16,0.808125,0.019334880123743233
VGG16,0.80875,0.019319938176197836
VGG16,0.809375,0.019305019305019305
VGG16,0.81,0.019290123456790122
VGG16,0.810625,0.020046260601387818
VGG16,0.81125,0.020030816640986132
VGG16,0.811875,0.020015396458814474
VGG16,0.8125,0.02
VGG16,0.813125,0.019984627209838585
VGG16,0.81375,0.019969278033794162
VGG16,0.814375,0.019953952417498082
VGG16,0.815,0.019938650306748466
VGG16,0.815625,0.01992337164750958
VGG16,0.81625,0.019908116385911178
VGG16,0.816875,0.019892884468247895
VGG16,0.8175,0.020642201834862386
VGG16,0.818125,0.0213903743315508
VGG16,0.81875,0.021374045801526718
VGG16,0.819375,0.02135774218154081
VGG16,0.82,0.021341463414634148
VGG16,0.820625,0.021325209444021324
VGG16,0.82125,0.0213089802130898
VGG16,0.821875,0.02129277566539924
VGG16,0.8225,0.02127659574468085
VGG16,0.823125,0.02126044039483675
VGG16,0.82375,0.021244309559939303
VGG16,0.824375,0.02122820318423048
VGG16,0.825,0.021212121212121213
VGG16,0.825625,0.021196063588190765
VGG16,0.82625,0.02118003025718608
VGG16,0.826875,0.021164021164021163
VGG16,0.8275,0.021148036253776436
VGG16,0.828125,0.021132075471698115
VGG16,0.82875,0.021116138763197588
VGG16,0.829375,0.02185380557648832
VGG16,0.83,0.021837349397590362
VGG16,0.830625,0.0218209179834462
VGG16,0.83125,0.02180451127819549
VGG16,0.831875,0.021788129226145755
VGG16,0.8325,0.02177177177177177
VGG16,0.833125,0.02175543885971493
VGG16,0.83375,0.021739130434782608
VGG16,0.834375,0.021722846441947566
VGG16,0.835,0.021706586826347306
VGG16,0.835625,0.02169035153328347
VGG16,0.83625,0.021674140508221227
VGG16,0.836875,0.021657953696788648
VGG16,0.8375,0.02164179104477612
VGG16,0.838125,0.02162565249813572
VGG16,0.83875,0.021609538002980627
VGG16,0.839375,0.021593447505584513
VGG16,0.84,0.021577380952380952
VGG16,0.840625,0.021561338289962824
VGG16,0.84125,0.022288261515601784
VGG16,0.841875,0.022271714922048998
VGG16,0.8425,0.02225519287833828
VGG16,0.843125,0.02223869532987398
VGG16,0.84375,0.022222222222222223
VGG16,0.844375,0.02220577350111029
VGG16,0.845,0.022189349112426034
VGG16,0.845625,0.022172949002217297
VGG16,0.84625,0.022156573116691284
VGG16,0.846875,0.02214022140221402
VGG16,0.8475,0.022123893805309734
VGG16,0.848125,0.02210759027266028
VGG16,0.84875,0.022091310751104567
VGG16,0.849375,0.02207505518763797
VGG16,0.85,0.022058823529411766
VGG16,0.850625,0.02204261572373255
VGG16,0.85125,0.022026431718061675
VGG16,0.851875,0.022010271460014674
VGG16,0.8525,0.021994134897360705
VGG16,0.853125,0.02197802197802198
VGG16,0.85375,0.021961932650073207
VGG16,0.854375,0.021945866861741038
VGG16,0.855,0.021929824561403508
VGG16,0.855625,0.02191380569758948
VGG16,0.85625,0.021897810218978103
VGG16,0.856875,0.02188183807439825
VGG16,0.8575,0.02259475218658892
VGG16,0.858125,0.022578295702840496
VGG16,0.85875,0.022561863173216887
VGG16,0.859375,0.022545454545454546
VGG16,0.86,0.02252906976744186
VGG16,0.860625,0.023238925199709513
VGG16,0.86125,0.023222060957910014
VGG16,0.861875,0.023930384336475707
VGG16,0.8625,0.02391304347826087
VGG16,0.863125,0.02389572773352643
VGG16,0.86375,0.023878437047756874
VGG16,0.864375,0.02386117136659436
VGG16,0.865,0.02384393063583815
VGG16,0.865625,0.02454873646209386
VGG16,0.86625,0.024531024531024532
VGG16,0.866875,0.024513338139870222
VGG16,0.8675,0.024495677233429394
VGG16,0.868125,0.024478041756659467
VGG16,0.86875,0.025179856115107913
VGG16,0.869375,0.02516175413371675
VGG16,0.87,0.02514367816091954
VGG16,0.870625,0.02512562814070352
VGG16,0.87125,0.025107604017216643
VGG16,0.871875,0.025806451612903226
VGG16,0.8725,0.025787965616045846
VGG16,0.873125,0.026485325697924122
VGG16,0.87375,0.026466380543633764
VGG16,0.874375,0.02644746247319514
VGG16,0.875,0.02642857142857143
VGG16,0.875625,0.026409707351891507
VGG16,0.87625,0.026390870185449358
VGG16,0.876875,0.026372059871703494
VGG16,0.8775,0.027065527065527065
VGG16,0.878125,0.02704626334519573
VGG16,0.87875,0.02702702702702703
VGG16,0.879375,0.02700781805259417
VGG16,0.88,0.026988636363636364
VGG16,0.880625,0.0269694819020582
VGG16,0.88125,0.02695035460992908
VGG16,0.881875,0.026931254429482635
VGG16,0.8825,0.026912181303116147
VGG16,0.883125,0.02689313517338995
VGG16,0.88375,0.026874115983026876
VGG16,0.884375,0.02685512367491166
VGG16,0.885,0.026836158192090395
VGG16,0.885625,0.026817219477769938
VGG16,0.88625,0.02679830747531735
VGG16,0.886875,0.026779422128259338
VGG16,0.8875,0.027464788732394368
VGG16,0.888125,0.02744546094299789
VGG16,0.88875,0.027426160337552744
VGG16,0.889375,0.027406886858749122
VGG16,0.89,0.027387640449438203
VGG16,0.890625,0.02736842105263158
VGG16,0.89125,0.0273492286115007
VGG16,0.891875,0.027330063069376315
VGG16,0.8925,0.0273109243697479
VGG16,0.893125,0.02729181245626312
VGG16,0.89375,0.027972027972027972
VGG16,0.894375,0.0286512928022362
VGG16,0.895,0.029329608938547486
VGG16,0.895625,0.02930914166085136
VGG16,0.89625,0.029288702928870293
VGG16,0.896875,0.02926829268292683
VGG16,0.8975,0.02924791086350975
VGG16,0.898125,0.029227557411273485
VGG16,0.89875,0.02920723226703755
VGG16,0.899375,0.029186935371785964
VGG16,0.9,0.029166666666666667
VGG16,0.900625,0.02914642609299098
VGG16,0.90125,0.02912621359223301
VGG16,0.901875,0.029106029106029108
VGG16,0.9025,0.029085872576177285
VGG16,0.903125,0.02975778546712803
VGG16,0.90375,0.029737206085753802
VGG16,0.904375,0.029716655148583276
VGG16,0.905,0.029696132596685083
VGG16,0.905625,0.03036576949620428
VGG16,0.90625,0.030344827586206897
VGG16,0.906875,0.030323914541695383
VGG16,0.9075,0.030303030303030304
VGG16,0.908125,0.030282174810736407
VGG16,0.90875,0.030261348005502064
VGG16,0.909375,0.030240549828178694
VGG16,0.91,0.03021978021978022
VGG16,0.910625,0.03088538091969801
VGG16,0.91125,0.03155006858710562
VGG16,0.911875,0.03221384509938314
VGG16,0.9125,0.03219178082191781
VGG16,0.913125,0.03216974674880219
VGG16,0.91375,0.032147742818057455
VGG16,0.914375,0.03212576896787423
VGG16,0.915,0.03278688524590164
VGG16,0.915625,0.032764505119453925
VGG16,0.91625,0.03342428376534789
VGG16,0.916875,0.033401499659168374
VGG16,0.9175,0.03337874659400545
VGG16,0.918125,0.033356024506466984
VGG16,0.91875,0.03333333333333333
VGG16,0.919375,0.03331067301155676
VGG16,0.92,0.03328804347826087
VGG16,0.920625,0.03326544467073999
VGG16,0.92125,0.03324287652645862
VGG16,0.921875,0.033220338983050844
VGG16,0.9225,0.03319783197831978
VGG16,0.923125,0.03317535545023697
VGG16,0.92375,0.033152909336941816
VGG16,0.924375,0.03313049357674104
VGG16,0.925,0.03310810810810811
VGG16,0.925625,0.03308575286968265
VGG16,0.92625,0.033063427800269905
VGG16,0.926875,0.033041132838840186
VGG16,0.9275,0.0330188679245283
VGG16,0.928125,0.032996632996632996
VGG16,0.92875,0.03297442799461642
VGG16,0.929375,0.03295225285810356
VGG16,0.93,0.03293010752688172
VGG16,0.930625,0.03290799194089993
